date_key,store_id,sku_id,requested_units,fulfilled_units,cancelled_units,selling_price,revenue,opening_stock,inbound_stock,sku_name,category,root_cause,lost_sales_value
20260103,6,221,8,0,8,209.6,0.0,0,0,HOUS_DETE_11,Household,Delayed / Missing Inbound Replenishment,1676.8
20260103,6,222,9,8,1,214.26,1714.08,8,0,HOUS_DISH_12,Household,Forecast Underestimation & Buffer Shortage,214.26
20260103,6,229,9,0,9,147.62,0.0,0,0,HOUS_DISP_19,Household,Delayed / Missing Inbound Replenishment,1328.58
20260103,6,252,38,34,4,599.97,20398.98,34,0,BABY_BABY_12,Baby Care,Forecast Underestimation & Buffer Shortage,2399.88
20260103,6,268,18,0,18,129.29,0.0,0,0,BABY_BABY_28,Baby Care,Delayed / Missing Inbound Replenishment,2327.22
20260103,6,281,5,4,1,208.33,833.32,4,0,PET _PET _11,Pet Care,Delayed / Missing Inbound Replenishment,208.33
20260103,6,293,12,10,2,478.5,4785.0,10,0,PET _PET _23,Pet Care,Forecast Underestimation & Buffer Shortage,957.0
20260103,7,11,77,43,34,214.92,9241.56,43,0,DAIR_MILK_11,Dairy,Unforecasted Demand Spike,7307.28
20260103,7,26,63,0,63,78.21,0.0,0,0,DAIR_MILK_26,Dairy,Delayed / Missing Inbound Replenishment,4927.23
20260103,7,35,114,0,114,158.37,0.0,0,0,BEVE_WATE_05,Beverages,Delayed / Missing Inbound Replenishment,18054.18
20260103,7,41,109,0,109,104.58,0.0,0,0,BEVE_JUIC_11,Beverages,Delayed / Missing Inbound Replenishment,11399.22
20260103,7,45,145,0,145,107.96,0.0,0,0,BEVE_WATE_15,Beverages,Delayed / Missing Inbound Replenishment,15654.2
20260103,7,49,137,111,26,42.3,4695.3,111,0,BEVE_ENER_19,Beverages,Unforecasted Demand Spike,1099.8
20260103,7,59,86,11,75,48.81,536.91,11,0,BEVE_ENER_29,Beverages,Unforecasted Demand Spike,3660.75
20260103,7,60,76,15,61,146.5,2197.5,15,0,BEVE_WATE_30,Beverages,Unforecasted Demand Spike,8936.5
20260103,7,88,87,27,60,137.62,3715.74,27,0,SNAC_NAMK_28,Snacks,Unforecasted Demand Spike,8257.2
20260103,7,100,54,0,54,109.11,0.0,0,0,PACK_READ_10,Packaged Foods,Delayed / Missing Inbound Replenishment,5891.94
20260103,7,112,24,3,21,51.88,155.64,3,0,PACK_PAST_22,Packaged Foods,Delayed / Missing Inbound Replenishment,1089.48
20260103,7,126,84,0,84,64.66,0.0,0,0,FRUI_FRES_06,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,5431.44
20260103,7,139,101,66,35,82.55,5448.3,66,0,FRUI_SEAS_19,Fruits & Vegetables,Unforecasted Demand Spike,2889.25
20260103,7,158,46,0,46,65.45,0.0,0,0,STAP_DALS_08,Staples,Delayed / Missing Inbound Replenishment,3010.7
20260103,7,164,21,0,21,366.94,0.0,0,0,STAP_EDIB_14,Staples,Delayed / Missing Inbound Replenishment,7705.74
20260103,7,166,32,0,32,248.86,0.0,0,0,STAP_ATTA_16,Staples,Delayed / Missing Inbound Replenishment,7963.52
20260103,7,171,27,23,4,329.23,7572.29,23,0,STAP_ATTA_21,Staples,Forecast Underestimation & Buffer Shortage,1316.92
20260103,7,187,8,3,5,341.21,1023.63,3,0,PERS_HAIR_07,Personal Care,Delayed / Missing Inbound Replenishment,1706.05
20260103,7,194,15,0,15,365.21,0.0,0,0,PERS_SKIN_14,Personal Care,Delayed / Missing Inbound Replenishment,5478.15
20260103,7,197,11,10,1,102.01,1020.1,10,0,PERS_HAIR_17,Personal Care,Forecast Underestimation & Buffer Shortage,102.01
20260103,7,208,12,0,12,249.0,0.0,0,0,PERS_ORAL_28,Personal Care,Delayed / Missing Inbound Replenishment,2988.0
20260103,7,209,6,0,6,108.95,0.0,0,0,PERS_SKIN_29,Personal Care,Delayed / Missing Inbound Replenishment,653.7
20260103,7,213,7,2,5,243.34,486.68,2,0,HOUS_CLEA_03,Household,Delayed / Missing Inbound Replenishment,1216.7
20260103,7,218,4,0,4,72.52,0.0,0,0,HOUS_CLEA_08,Household,Delayed / Missing Inbound Replenishment,290.08
20260103,7,222,14,0,14,214.26,0.0,0,0,HOUS_DISH_12,Household,Delayed / Missing Inbound Replenishment,2999.64
20260103,7,224,15,12,3,131.14,1573.68,12,0,HOUS_DISP_14,Household,Forecast Underestimation & Buffer Shortage,393.42
20260103,7,231,7,0,7,259.78,0.0,0,0,HOUS_DETE_21,Household,Delayed / Missing Inbound Replenishment,1818.46
20260103,7,238,16,0,16,172.48,0.0,0,0,HOUS_CLEA_28,Household,Delayed / Missing Inbound Replenishment,2759.68
20260103,7,252,51,0,51,599.97,0.0,0,0,BABY_BABY_12,Baby Care,Delayed / Missing Inbound Replenishment,30598.47
20260103,7,273,5,2,3,256.39,512.78,2,0,PET _PET _03,Pet Care,Delayed / Missing Inbound Replenishment,769.17
20260103,7,278,12,4,8,408.17,1632.68,4,0,PET _PET _08,Pet Care,Delayed / Missing Inbound Replenishment,3265.36
20260103,7,280,16,0,16,252.36,0.0,0,0,PET _CAT _10,Pet Care,Delayed / Missing Inbound Replenishment,4037.76
20260103,7,282,6,3,3,378.42,1135.26,3,0,PET _PET _12,Pet Care,Delayed / Missing Inbound Replenishment,1135.26
20260103,7,286,9,7,2,456.83,3197.81,7,0,PET _PET _16,Pet Care,Forecast Underestimation & Buffer Shortage,913.66
20260103,7,294,6,2,4,77.14,154.28,2,0,PET _PET _24,Pet Care,Delayed / Missing Inbound Replenishment,308.56
20260103,7,296,18,17,1,84.64,1438.88,17,0,PET _CAT _26,Pet Care,Forecast Underestimation & Buffer Shortage,84.64
20260103,7,299,14,0,14,108.9,0.0,0,0,PET _DOG _29,Pet Care,Delayed / Missing Inbound Replenishment,1524.6
20260103,8,19,96,0,96,189.48,0.0,0,0,DAIR_CHEE_19,Dairy,Delayed / Missing Inbound Replenishment,18190.08
20260103,8,24,92,47,45,103.72,4874.84,47,0,DAIR_CHEE_24,Dairy,Unforecasted Demand Spike,4667.4
20260103,8,31,126,12,114,94.42,1133.04,12,0,BEVE_JUIC_01,Beverages,Unforecasted Demand Spike,10763.88
20260103,8,45,128,76,52,107.96,8204.96,76,0,BEVE_WATE_15,Beverages,Unforecasted Demand Spike,5613.92
20260103,8,50,73,0,73,119.26,0.0,0,0,BEVE_WATE_20,Beverages,Delayed / Missing Inbound Replenishment,8705.98
20260103,8,57,94,0,94,123.8,0.0,0,0,BEVE_COLD_27,Beverages,Delayed / Missing Inbound Replenishment,11637.2
20260103,8,60,68,0,68,146.5,0.0,0,0,BEVE_WATE_30,Beverages,Delayed / Missing Inbound Replenishment,9962.0
20260103,8,110,42,6,36,43.46,260.76,6,0,PACK_READ_20,Packaged Foods,Unforecasted Demand Spike,1564.56
20260103,8,126,77,70,7,64.66,4526.2,70,0,FRUI_FRES_06,Fruits & Vegetables,Unforecasted Demand Spike,452.62
20260103,8,164,16,0,16,366.94,0.0,0,0,STAP_EDIB_14,Staples,Delayed / Missing Inbound Replenishment,5871.04
20260103,8,166,30,6,24,248.86,1493.16,6,0,STAP_ATTA_16,Staples,Forecast Underestimation & Buffer Shortage,5972.64
20260103,8,185,13,5,8,218.07,1090.35,5,0,PERS_SANI_05,Personal Care,Forecast Underestimation & Buffer Shortage,1744.56
20260103,8,199,5,0,5,251.52,0.0,0,0,PERS_SKIN_19,Personal Care,Delayed / Missing Inbound Replenishment,1257.6
20260103,8,214,12,3,9,216.37,649.11,3,0,HOUS_DISP_04,Household,Delayed / Missing Inbound Replenishment,1947.33
20260103,8,217,6,1,5,275.5,275.5,1,0,HOUS_DISH_07,Household,Delayed / Missing Inbound Replenishment,1377.5
20260103,8,221,7,0,7,209.6,0.0,0,0,HOUS_DETE_11,Household,Delayed / Missing Inbound Replenishment,1467.2
20260103,8,222,11,0,11,214.26,0.0,0,0,HOUS_DISH_12,Household,Delayed / Missing Inbound Replenishment,2356.86
20260103,8,224,13,0,13,131.14,0.0,0,0,HOUS_DISP_14,Household,Delayed / Missing Inbound Replenishment,1704.82
20260103,8,227,4,3,1,254.28,762.84,3,0,HOUS_DISH_17,Household,Delayed / Missing Inbound Replenishment,254.28
20260103,8,234,12,3,9,54.85,164.55,3,0,HOUS_DISP_24,Household,Delayed / Missing Inbound Replenishment,493.65
20260103,8,250,26,0,26,204.07,0.0,0,0,BABY_BABY_10,Baby Care,Delayed / Missing Inbound Replenishment,5305.82
20260103,8,253,28,20,8,319.63,6392.6,20,0,BABY_DIAP_13,Baby Care,Forecast Underestimation & Buffer Shortage,2557.04
20260103,8,262,37,0,37,373.45,0.0,0,0,BABY_BABY_22,Baby Care,Delayed / Missing Inbound Replenishment,13817.65
20260103,8,272,9,8,1,569.34,4554.72,8,0,PET _CAT _02,Pet Care,Forecast Underestimation & Buffer Shortage,569.34
20260103,8,276,9,5,4,419.68,2098.4,5,0,PET _CAT _06,Pet Care,Forecast Underestimation & Buffer Shortage,1678.72
20260103,8,283,8,2,6,548.52,1097.04,2,0,PET _DOG _13,Pet Care,Delayed / Missing Inbound Replenishment,3291.12
20260103,8,290,5,0,5,240.2,0.0,0,0,PET _PET _20,Pet Care,Delayed / Missing Inbound Replenishment,1201.0
20260103,8,294,5,0,5,77.14,0.0,0,0,PET _PET _24,Pet Care,Delayed / Missing Inbound Replenishment,385.7
20260103,8,299,13,4,9,108.9,435.6,4,0,PET _DOG _29,Pet Care,Delayed / Missing Inbound Replenishment,980.1
20260103,9,16,64,0,64,137.79,0.0,0,0,DAIR_MILK_16,Dairy,Delayed / Missing Inbound Replenishment,8818.56
20260103,9,17,87,55,32,108.57,5971.35,55,0,DAIR_CURD_17,Dairy,Unforecasted Demand Spike,3474.24
20260103,9,19,104,0,104,189.48,0.0,0,0,DAIR_CHEE_19,Dairy,Delayed / Missing Inbound Replenishment,19705.92
20260103,9,24,116,0,116,103.72,0.0,0,0,DAIR_CHEE_24,Dairy,Delayed / Missing Inbound Replenishment,12031.52
20260103,9,27,76,0,76,103.33,0.0,0,0,DAIR_CURD_27,Dairy,Delayed / Missing Inbound Replenishment,7853.08
20260103,9,59,73,9,64,48.81,439.29,9,0,BEVE_ENER_29,Beverages,Unforecasted Demand Spike,3123.84
20260103,9,63,86,0,86,157.5,0.0,0,0,SNAC_NAMK_03,Snacks,Delayed / Missing Inbound Replenishment,13545.0
20260103,9,105,46,36,10,171.63,6178.68,36,0,PACK_READ_15,Packaged Foods,Unforecasted Demand Spike,1716.3
20260103,9,126,78,9,69,64.66,581.94,9,0,FRUI_FRES_06,Fruits & Vegetables,Unforecasted Demand Spike,4461.54
20260103,9,139,102,0,102,82.55,0.0,0,0,FRUI_SEAS_19,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,8420.1
20260103,9,158,41,33,8,65.45,2159.85,33,0,STAP_DALS_08,Staples,Unforecasted Demand Spike,523.6
20260103,9,168,44,0,44,166.75,0.0,0,0,STAP_DALS_18,Staples,Delayed / Missing Inbound Replenishment,7337.0
20260103,9,171,27,0,27,329.23,0.0,0,0,STAP_ATTA_21,Staples,Delayed / Missing Inbound Replenishment,8889.21
20260103,9,185,16,0,16,218.07,0.0,0,0,PERS_SANI_05,Personal Care,Delayed / Missing Inbound Replenishment,3489.12
20260103,9,195,6,5,1,227.65,1138.25,5,0,PERS_SANI_15,Personal Care,Forecast Underestimation & Buffer Shortage,227.65
20260103,9,197,15,0,15,102.01,0.0,0,0,PERS_HAIR_17,Personal Care,Delayed / Missing Inbound Replenishment,1530.15
20260103,9,208,13,6,7,249.0,1494.0,6,0,PERS_ORAL_28,Personal Care,Forecast Underestimation & Buffer Shortage,1743.0
20260103,9,217,6,4,2,275.5,1102.0,4,0,HOUS_DISH_07,Household,Delayed / Missing Inbound Replenishment,551.0
20260103,9,231,6,1,5,259.78,259.78,1,0,HOUS_DETE_21,Household,Delayed / Missing Inbound Replenishment,1298.9
20260103,9,238,18,3,15,172.48,517.44,3,0,HOUS_CLEA_28,Household,Delayed / Missing Inbound Replenishment,2587.2
20260103,9,283,9,0,9,548.52,0.0,0,0,PET _DOG _13,Pet Care,Delayed / Missing Inbound Replenishment,4936.68
20260103,9,289,11,9,2,479.06,4311.54,9,0,PET _PET _19,Pet Care,Forecast Underestimation & Buffer Shortage,958.12
20260103,9,296,12,2,10,84.64,169.28,2,0,PET _CAT _26,Pet Care,Delayed / Missing Inbound Replenishment,846.4
20260103,10,8,109,52,57,138.28,7190.56,52,0,DAIR_BUTT_08,Dairy,Unforecasted Demand Spike,7881.96
20260103,10,12,120,76,44,143.6,10913.6,76,0,DAIR_CURD_12,Dairy,Unforecasted Demand Spike,6318.4
20260103,10,16,68,34,34,137.79,4684.86,34,0,DAIR_MILK_16,Dairy,Unforecasted Demand Spike,4684.86
20260103,10,19,114,0,114,189.48,0.0,0,0,DAIR_CHEE_19,Dairy,Delayed / Missing Inbound Replenishment,21600.72
20260103,10,31,152,0,152,94.42,0.0,0,0,BEVE_JUIC_01,Beverages,Delayed / Missing Inbound Replenishment,14351.84
20260103,10,35,118,14,104,158.37,2217.18,14,0,BEVE_WATE_05,Beverages,Unforecasted Demand Spike,16470.48
20260103,10,41,109,0,109,104.58,0.0,0,0,BEVE_JUIC_11,Beverages,Delayed / Missing Inbound Replenishment,11399.22
20260103,10,45,155,93,62,107.96,10040.28,93,0,BEVE_WATE_15,Beverages,Unforecasted Demand Spike,6693.52
20260103,10,50,78,0,78,119.26,0.0,0,0,BEVE_WATE_20,Beverages,Delayed / Missing Inbound Replenishment,9302.28
20260103,10,63,98,0,98,157.5,0.0,0,0,SNAC_NAMK_03,Snacks,Delayed / Missing Inbound Replenishment,15435.0
20260103,10,105,46,0,46,171.63,0.0,0,0,PACK_READ_15,Packaged Foods,Delayed / Missing Inbound Replenishment,7894.98
20260103,10,107,34,31,3,60.31,1869.61,31,0,PACK_PAST_17,Packaged Foods,Forecast Underestimation & Buffer Shortage,180.93
20260103,10,110,56,6,50,43.46,260.76,6,0,PACK_READ_20,Packaged Foods,Unforecasted Demand Spike,2173.0
20260103,10,123,57,0,57,81.34,0.0,0,0,FRUI_DAIL_03,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,4636.38
20260103,10,154,35,31,4,215.59,6683.29,31,0,STAP_EDIB_04,Staples,Forecast Underestimation & Buffer Shortage,862.36
20260103,10,164,23,0,23,366.94,0.0,0,0,STAP_EDIB_14,Staples,Delayed / Missing Inbound Replenishment,8439.62
20260103,10,166,33,0,33,248.86,0.0,0,0,STAP_ATTA_16,Staples,Delayed / Missing Inbound Replenishment,8212.38
20260103,10,170,51,0,51,338.45,0.0,0,0,STAP_SPIC_20,Staples,Delayed / Missing Inbound Replenishment,17260.95
20260103,10,173,27,0,27,69.06,0.0,0,0,STAP_DALS_23,Staples,Delayed / Missing Inbound Replenishment,1864.62
20260103,10,174,47,31,16,511.67,15861.77,31,0,STAP_EDIB_24,Staples,Unforecasted Demand Spike,8186.72
20260103,10,187,10,0,10,341.21,0.0,0,0,PERS_HAIR_07,Personal Care,Delayed / Missing Inbound Replenishment,3412.1
20260103,10,203,13,3,10,316.94,950.82,3,0,PERS_ORAL_23,Personal Care,Delayed / Missing Inbound Replenishment,3169.4
20260103,10,208,14,0,14,249.0,0.0,0,0,PERS_ORAL_28,Personal Care,Delayed / Missing Inbound Replenishment,3486.0
20260103,10,216,14,0,14,208.26,0.0,0,0,HOUS_DETE_06,Household,Delayed / Missing Inbound Replenishment,2915.64
20260103,10,217,6,4,2,275.5,1102.0,4,0,HOUS_DISH_07,Household,Delayed / Missing Inbound Replenishment,551.0
20260103,10,219,17,0,17,246.3,0.0,0,0,HOUS_DISP_09,Household,Delayed / Missing Inbound Replenishment,4187.1
20260103,10,222,9,0,9,214.26,0.0,0,0,HOUS_DISH_12,Household,Delayed / Missing Inbound Replenishment,1928.34
20260103,10,238,15,0,15,172.48,0.0,0,0,HOUS_CLEA_28,Household,Delayed / Missing Inbound Replenishment,2587.2
20260103,10,253,33,0,33,319.63,0.0,0,0,BABY_DIAP_13,Baby Care,Delayed / Missing Inbound Replenishment,10547.79
20260103,10,255,72,56,16,500.03,28001.68,56,0,BABY_BABY_15,Baby Care,Unforecasted Demand Spike,8000.48
20260103,10,273,5,0,5,256.39,0.0,0,0,PET _PET _03,Pet Care,Delayed / Missing Inbound Replenishment,1281.95
20260103,10,282,8,6,2,378.42,2270.52,6,0,PET _PET _12,Pet Care,Forecast Underestimation & Buffer Shortage,756.84
20260103,10,283,7,0,7,548.52,0.0,0,0,PET _DOG _13,Pet Care,Delayed / Missing Inbound Replenishment,3839.64
20260103,10,286,10,8,2,456.83,3654.64,8,0,PET _PET _16,Pet Care,Forecast Underestimation & Buffer Shortage,913.66
20260103,10,287,5,0,5,342.13,0.0,0,0,PET _DOG _17,Pet Care,Delayed / Missing Inbound Replenishment,1710.65
20260103,10,289,11,2,9,479.06,958.12,2,0,PET _PET _19,Pet Care,Delayed / Missing Inbound Replenishment,4311.54
20260103,10,293,15,13,2,478.5,6220.5,13,0,PET _PET _23,Pet Care,Forecast Underestimation & Buffer Shortage,957.0
20260103,10,300,14,0,14,282.52,0.0,0,0,PET _CAT _30,Pet Care,Delayed / Missing Inbound Replenishment,3955.28
20260103,11,8,88,11,77,138.28,1521.08,11,0,DAIR_BUTT_08,Dairy,Unforecasted Demand Spike,10647.56
20260103,11,26,51,20,31,78.21,1564.2,20,0,DAIR_MILK_26,Dairy,Unforecasted Demand Spike,2424.51
20260103,11,39,66,5,61,95.49,477.45,5,0,BEVE_ENER_09,Beverages,Unforecasted Demand Spike,5824.89
20260103,11,50,68,30,38,119.26,3577.8,30,0,BEVE_WATE_20,Beverages,Unforecasted Demand Spike,4531.88
20260103,11,59,58,21,37,48.81,1025.01,21,0,BEVE_ENER_29,Beverages,Unforecasted Demand Spike,1805.97
20260103,11,60,65,35,30,146.5,5127.5,35,0,BEVE_WATE_30,Beverages,Unforecasted Demand Spike,4395.0
20260103,11,71,52,0,52,68.22,0.0,0,0,SNAC_CHIP_11,Snacks,Delayed / Missing Inbound Replenishment,3547.44
20260103,11,100,40,22,18,109.11,2400.42,22,0,PACK_READ_10,Packaged Foods,Forecast Underestimation & Buffer Shortage,1963.98
20260103,11,126,66,55,11,64.66,3556.3,55,0,FRUI_FRES_06,Fruits & Vegetables,Unforecasted Demand Spike,711.26
20260103,11,154,31,10,21,215.59,2155.9,10,0,STAP_EDIB_04,Staples,Forecast Underestimation & Buffer Shortage,4527.39
20260103,11,155,17,16,1,443.45,7095.2,16,0,STAP_SPIC_05,Staples,Forecast Underestimation & Buffer Shortage,443.45
20260103,11,158,33,0,33,65.45,0.0,0,0,STAP_DALS_08,Staples,Delayed / Missing Inbound Replenishment,2159.85
20260103,11,163,19,10,9,338.27,3382.7,10,0,STAP_DALS_13,Staples,Forecast Underestimation & Buffer Shortage,3044.43
20260103,11,168,36,27,9,166.75,4502.25,27,0,STAP_DALS_18,Staples,Forecast Underestimation & Buffer Shortage,1500.75
20260103,11,169,23,0,23,312.03,0.0,0,0,STAP_EDIB_19,Staples,Delayed / Missing Inbound Replenishment,7176.69
20260103,11,185,9,0,9,218.07,0.0,0,0,PERS_SANI_05,Personal Care,Delayed / Missing Inbound Replenishment,1962.63
20260103,11,192,6,0,6,357.65,0.0,0,0,PERS_HAIR_12,Personal Care,Delayed / Missing Inbound Replenishment,2145.9
20260103,11,199,5,1,4,251.52,251.52,1,0,PERS_SKIN_19,Personal Care,Delayed / Missing Inbound Replenishment,1006.08
20260103,11,207,5,0,5,160.21,0.0,0,0,PERS_HAIR_27,Personal Care,Delayed / Missing Inbound Replenishment,801.05
20260103,11,208,12,0,12,249.0,0.0,0,0,PERS_ORAL_28,Personal Care,Delayed / Missing Inbound Replenishment,2988.0
20260103,11,209,4,0,4,108.95,0.0,0,0,PERS_SKIN_29,Personal Care,Delayed / Missing Inbound Replenishment,435.8
20260103,11,210,8,0,8,212.16,0.0,0,0,PERS_SANI_30,Personal Care,Delayed / Missing Inbound Replenishment,1697.28
20260103,11,218,5,0,5,72.52,0.0,0,0,HOUS_CLEA_08,Household,Delayed / Missing Inbound Replenishment,362.6
20260103,11,234,10,2,8,54.85,109.7,2,0,HOUS_DISP_24,Household,Delayed / Missing Inbound Replenishment,438.8
20260103,11,236,11,6,5,87.59,525.54,6,0,HOUS_DETE_26,Household,Forecast Underestimation & Buffer Shortage,437.95
20260103,11,255,19,0,19,500.03,0.0,0,0,BABY_BABY_15,Baby Care,Delayed / Missing Inbound Replenishment,9500.57
20260103,11,261,19,2,17,419.38,838.76,2,0,BABY_DIAP_21,Baby Care,Delayed / Missing Inbound Replenishment,7129.46
20260103,11,280,11,4,7,252.36,1009.44,4,0,PET _CAT _10,Pet Care,Delayed / Missing Inbound Replenishment,1766.52
20260103,11,282,4,0,4,378.42,0.0,0,0,PET _PET _12,Pet Care,Delayed / Missing Inbound Replenishment,1513.68
20260103,11,289,7,2,5,479.06,958.12,2,0,PET _PET _19,Pet Care,Delayed / Missing Inbound Replenishment,2395.3
20260103,12,8,105,0,105,138.28,0.0,0,0,DAIR_BUTT_08,Dairy,Delayed / Missing Inbound Replenishment,14519.4
20260103,12,16,64,0,64,137.79,0.0,0,0,DAIR_MILK_16,Dairy,Delayed / Missing Inbound Replenishment,8818.56
20260103,12,19,113,0,113,189.48,0.0,0,0,DAIR_CHEE_19,Dairy,Delayed / Missing Inbound Replenishment,21411.24
20260103,12,35,104,63,41,158.37,9977.31,63,0,BEVE_WATE_05,Beverages,Unforecasted Demand Spike,6493.17
20260103,12,41,116,41,75,104.58,4287.78,41,0,BEVE_JUIC_11,Beverages,Unforecasted Demand Spike,7843.5
20260103,12,44,90,0,90,94.2,0.0,0,0,BEVE_ENER_14,Beverages,Delayed / Missing Inbound Replenishment,8478.0
20260103,12,50,84,48,36,119.26,5724.48,50,0,BEVE_WATE_20,Beverages,Unforecasted Demand Spike,4293.36
20260103,12,61,101,94,7,22.63,2127.22,94,0,SNAC_CHIP_01,Snacks,Unforecasted Demand Spike,158.41
20260103,12,90,91,59,32,177.61,10478.99,59,0,SNAC_NUTS_30,Snacks,Unforecasted Demand Spike,5683.52
20260103,12,110,52,0,52,43.46,0.0,0,0,PACK_READ_20,Packaged Foods,Delayed / Missing Inbound Replenishment,2259.92
20260103,12,119,34,0,34,117.5,0.0,0,0,PACK_BREA_29,Packaged Foods,Delayed / Missing Inbound Replenishment,3995.0
20260103,12,135,100,0,100,112.02,0.0,0,0,FRUI_CUT _15,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,11202.0
20260103,12,139,101,0,101,82.55,0.0,0,0,FRUI_SEAS_19,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,8337.55
20260103,12,143,120,0,120,48.33,0.0,0,0,FRUI_DAIL_23,Fruits & Vegetables,Delayed / Missing Inbound Replenishment,5799.6
20260103,12,153,25,0,25,262.16,0.0,0,0,STAP_DALS_03,Staples,Delayed / Missing Inbound Replenishment,6554.0
20260103,12,154,39,0,39,215.59,0.0,0,0,STAP_EDIB_04,Staples,Delayed / Missing Inbound Replenishment,8408.01
20260103,12,163,33,0,33,338.27,0.0,0,0,STAP_DALS_13,Staples,Delayed / Missing Inbound Replenishment,11162.91
20260103,12,164,23,18,5,366.94,6604.92,18,0,STAP_EDIB_14,Staples,Forecast Underestimation & Buffer Shortage,1834.7
20260103,12,192,8,0,8,357.65,0.0,0,0,PERS_HAIR_12,Personal Care,Delayed / Missing Inbound Replenishment,2861.2
20260103,12,195,6,0,6,227.65,0.0,0,0,PERS_SANI_15,Personal Care,Delayed / Missing Inbound Replenishment,1365.9
20260103,12,203,11,0,11,316.94,0.0,0,0,PERS_ORAL_23,Personal Care,Delayed / Missing Inbound Replenishment,3486.34
20260103,12,218,5,1,4,72.52,72.52,2,0,HOUS_CLEA_08,Household,Delayed / Missing Inbound Replenishment,290.08
20260103,12,227,4,0,4,254.28,0.0,0,0,HOUS_DISH_17,Household,Delayed / Missing Inbound Replenishment,1017.12
20260103,12,231,7,0,7,259.78,0.0,0,0,HOUS_DETE_21,Household,Delayed / Missing Inbound Replenishment,1818.46
20260103,12,234,12,2,10,54.85,109.7,2,0,HOUS_DISP_24,Household,Delayed / Missing Inbound Replenishment,548.5
20260103,12,255,26,19,7,500.03,9500.57,19,0,BABY_BABY_15,Baby Care,Forecast Underestimation & Buffer Shortage,3500.21
20260103,12,272,8,0,8,569.34,0.0,0,0,PET _CAT _02,Pet Care,Delayed / Missing Inbound Replenishment,4554.72
20260103,12,275,15,14,1,359.71,5035.94,14,0,PET _DOG _05,Pet Care,Forecast Underestimation & Buffer Shortage,359.71
20260103,12,280,15,0,15,252.36,0.0,0,0,PET _CAT _10,Pet Care,Delayed / Missing Inbound Replenishment,3785.4
20260103,12,294,4,0,4,77.14,0.0,0,0,PET _PET _24,Pet Care,Delayed / Missing Inbound Replenishment,308.56
20260103,13,31,104,0,104,94.42,0.0,0,0,BEVE_JUIC_01,Beverages,Delayed / Missing Inbound Replenishment,9819.68
20260103,13,41,77,66,11,104.58,6902.28,66,0,BEVE_JUIC_11,Beverages,Unforecasted Demand Spike,1150.38
20260103,13,44,70,9,61,94.2,847.8,9,0,BEVE_ENER_14,Beverages,Unforecasted Demand Spike,5746.2
20260103,13,45,120,0,120,107.96,0.0,0,0,BEVE_WATE_15,Beverages,Delayed / Missing Inbound Replenishment,12955.2
20260103,13,60,57,0,57,146.5,0.0,0,0,BEVE_WATE_30,Beverages,Delayed / Missing Inbound Replenishment,8350.5
20260103,13,61,74,73,1,22.63,1651.99,73,0,SNAC_CHIP_01,Snacks,Unforecasted Demand Spike,22.63
20260103,13,105,32,0,32,171.63,0.0,0,0,PACK_READ_15,Packaged Foods,Delayed / Missing Inbound Replenishment,5492.16
20260103,13,135,68,56,12,112.02,6273.12,56,0,FRUI_CUT _15,Fruits & Vegetables,Unforecasted Demand Spike,1344.24
20260103,13,163,20,0,20,338.27,0.0,0,0,STAP_DALS_13,Staples,Delayed / Missing Inbound Replenishment,6765.4
20260103,13,201,14,0,14,193.23,0.0,0,0,PERS_SOAP_21,Personal Care,Delayed / Missing Inbound Replenishment,2705.22
20260103,13,214,10,0,10,216.37,0.0,0,0,HOUS_DISP_04,Household,Delayed / Missing Inbound Replenishment,2163.7
20260103,13,218,6,5,1,72.52,362.6,5,0,HOUS_CLEA_08,Household,Forecast Underestimation & Buffer Shortage,72.52
20260103,13,224,11,0,11,131.14,0.0,0,0,HOUS_DISP_14,Household,Delayed / Missing Inbound Replenishment,1442.54
20260103,13,238,11,0,11,172.48,0.0,0,0,HOUS_CLEA_28,Household,Delayed / Missing Inbound Replenishment,1897.28
20260103,13,272,5,4,1,569.34,2277.36,4,0,PET _CAT _02,Pet Care,Delayed / Missing Inbound Replenishment,569.34
20260103,13,273,4,1,3,256.39,256.39,1,0,PET _PET _03,Pet Care,Delayed / Missing Inbound Replenishment,769.17
20260103,13,274,8,3,5,218.13,654.39,3,0,PET _PET _04,Pet Care,Delayed / Missing Inbound Replenishment,1090.65
20260103,13,277,8,0,8,232.44,0.0,0,0,PET _PET _07,Pet Care,Delayed / Missing Inbound Replenishment,1859.52
20260103,13,286,6,0,6,456.83,0.0,0,0,PET _PET _16,Pet Care,Delayed / Missing Inbound Replenishment,2740.98
20260103,13,291,12,9,3,384.98,3464.82,9,0,PET _DOG _21,Pet Care,Forecast Underestimation & Buffer Shortage,1154.94
20260103,13,299,12,6,6,108.9,653.4,6,0,PET _DOG _29,Pet Care,Forecast Underestimation & Buffer Shortage,653.4
20260103,14,16,70,48,22,137.79,6613.92,48,0,DAIR_MILK_16,Dairy,Unforecasted Demand Spike,3031.38
