transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
181,1,4,BEN_DS_04,1,BEN_DS_01,61,SNAC_CHIP_01,Snacks,120,8.21,6.44,1.64,3.33,32,29.5,1.33,22.0,436,236,2715.6,Destination projected to breach safety stock within 29.5h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.4d). Distance is 1.3km within configured limit.
182,1,10,BEN_DS_10,4,BEN_DS_04,65,SNAC_NUTS_05,Snacks,96,4.42,3.11,1.6,3.04,32,28.8,1.13,21.7,227,203,12888.96,Destination projected to breach safety stock within 28.8h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 1.1km within configured limit.
183,2,16,DEL_DS_06,14,DEL_DS_04,38,BEVE_TEA _08,Beverages,120,8.06,6.29,1.56,3.35,32,28.1,7.3,30.96,427,225,5798.4,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.3d). Distance is 7.3km within configured limit.
184,2,16,DEL_DS_06,14,DEL_DS_04,68,SNAC_NAMK_08,Snacks,78,4.37,3.03,1.6,2.99,32,28.8,7.3,30.96,176,167,13941.72,Destination projected to breach safety stock within 28.8h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
185,2,15,DEL_DS_05,16,DEL_DS_06,36,BEVE_JUIC_06,Beverages,96,9.46,6.63,1.56,3.43,32,28.1,4.65,26.98,225,176,9344.64,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.6d). Distance is 4.7km within configured limit.
186,2,20,DEL_DS_10,17,DEL_DS_07,163,STAP_DALS_13,Staples,40,11.54,9.09,1.45,3.39,32,26.1,3.43,25.15,148,70,13530.8,Destination projected to breach safety stock within 26.1h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 3.4km within configured limit.
187,2,12,DEL_DS_02,18,DEL_DS_08,220,HOUS_REPE_10,Household,12,12.34,10.81,1.47,3.42,32,26.5,0.72,21.08,85,21,3073.56,Destination projected to breach safety stock within 26.5h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.8d). Distance is 0.7km within configured limit.
188,3,23,MUM_DS_03,22,MUM_DS_02,5,DAIR_PANE_05,Dairy,56,6.66,3.06,1.56,2.74,32,28.1,5.8,28.7,136,130,5269.6,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
189,3,23,MUM_DS_03,22,MUM_DS_02,107,PACK_PAST_17,Packaged Foods,60,11.54,9.8,1.36,3.36,32,24.5,5.8,28.7,338,101,3618.6,Destination projected to breach safety stock within 24.5h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.8d). Distance is 5.8km within configured limit.
190,3,28,MUM_DS_08,23,MUM_DS_03,67,SNAC_BISC_07,Snacks,144,5.66,3.25,1.56,3.47,32,28.1,11.06,36.59,195,262,16413.12,Destination projected to breach safety stock within 28.1h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 11.1km within configured limit.
191,3,24,MUM_DS_04,25,MUM_DS_05,64,SNAC_CHOC_04,Snacks,152,6.32,3.88,1.6,3.5,32,28.8,12.66,38.99,241,280,7020.88,Destination projected to breach safety stock within 28.8h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 12.7km within configured limit.
192,3,27,MUM_DS_07,28,MUM_DS_08,63,SNAC_NAMK_03,Snacks,120,7.77,5.45,1.58,3.48,32,28.4,1.68,22.52,282,220,18900.0,Destination projected to breach safety stock within 28.4h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 1.7km within configured limit.
193,3,21,MUM_DS_01,28,MUM_DS_08,218,HOUS_CLEA_08,Household,6,17.08,15.84,1.45,2.9,32,26.1,8.05,32.08,77,12,435.12,Destination projected to breach safety stock within 26.1h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.8d). Distance is 8.1km within configured limit.
194,3,21,MUM_DS_01,29,MUM_DS_09,66,SNAC_CHIP_06,Snacks,64,4.01,3.23,1.61,2.44,32,29.0,7.23,30.85,264,187,2937.6,Destination projected to breach safety stock within 29.0h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 7.2km within configured limit.
195,3,21,MUM_DS_01,29,MUM_DS_09,55,BEVE_WATE_25,Beverages,120,4.54,2.99,0.99,2.33,31,17.8,7.23,30.85,232,208,9189.6,Destination projected to breach safety stock within 17.8h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.2km within configured limit.
196,3,30,MUM_DS_10,26,MUM_DS_06,55,BEVE_WATE_25,Beverages,72,4.35,3.1,1.0,1.89,31,18.0,2.99,24.48,178,153,5513.76,Destination projected to breach safety stock within 18.0h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 3.0km within configured limit.
197,1,6,BEN_DS_06,3,BEN_DS_03,56,BEVE_JUIC_26,Beverages,192,6.69,3.75,1.0,3.51,31,18.0,8.08,32.12,245,268,5697.72,Destination projected to breach safety stock within 18.0h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 8.1km within configured limit.
198,3,28,MUM_DS_08,21,MUM_DS_01,140,FRUI_CUT _20,Fruits & Vegetables,48,4.41,3.07,1.0,2.18,31,18.0,8.05,32.08,110,89,2620.32,Destination projected to breach safety stock within 18.0h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 8.1km within configured limit.
199,1,3,BEN_DS_03,2,BEN_DS_02,135,FRUI_CUT _15,Fruits & Vegetables,148,11.96,10.22,1.37,3.46,31,24.7,4.77,27.16,870,245,15906.84,Destination projected to breach safety stock within 24.7h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.2d). Distance is 4.8km within configured limit.
200,1,6,BEN_DS_06,2,BEN_DS_02,219,HOUS_DISP_09,Household,24,22.23,19.53,1.48,3.57,31,26.6,7.03,30.54,173,41,5664.9,Destination projected to breach safety stock within 26.6h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 19.5d). Distance is 7.0km within configured limit.
201,1,2,BEN_DS_02,3,BEN_DS_03,36,BEVE_JUIC_06,Beverages,78,4.7,3.06,1.67,3.4,31,30.1,4.77,27.16,146,153,7592.52,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.8km within configured limit.
202,2,12,DEL_DS_02,15,DEL_DS_05,236,HOUS_DETE_26,Household,12,8.45,7.39,1.54,3.08,31,27.7,1.69,22.53,84,24,1051.08,Destination projected to breach safety stock within 27.7h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.4d). Distance is 1.7km within configured limit.
203,2,15,DEL_DS_05,16,DEL_DS_06,37,BEVE_COLD_07,Beverages,52,4.63,2.94,1.72,2.83,31,31.0,4.65,26.98,90,132,4866.68,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 4.7km within configured limit.
204,2,13,DEL_DS_03,16,DEL_DS_06,130,FRUI_CUT _10,Fruits & Vegetables,120,5.18,2.88,1.71,3.29,31,30.8,7.66,31.49,151,249,5541.6,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.7km within configured limit.
205,3,28,MUM_DS_08,21,MUM_DS_01,125,FRUI_CUT _05,Fruits & Vegetables,48,4.32,2.87,1.73,2.93,31,31.1,8.05,32.08,95,117,2431.68,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 8.1km within configured limit.
206,3,24,MUM_DS_04,22,MUM_DS_02,9,DAIR_CHEE_09,Dairy,88,9.6,6.97,1.67,3.42,31,30.1,6.53,29.79,233,172,14705.68,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.0d). Distance is 6.5km within configured limit.
207,3,24,MUM_DS_04,22,MUM_DS_02,40,BEVE_WATE_10,Beverages,152,15.02,12.43,1.7,3.48,31,30.6,6.53,29.79,728,298,20836.16,Destination projected to breach safety stock within 30.6h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.4d). Distance is 6.5km within configured limit.
208,3,30,MUM_DS_10,23,MUM_DS_03,124,FRUI_SEAS_04,Fruits & Vegetables,114,5.88,3.33,1.73,3.45,31,31.1,5.93,28.9,149,228,6996.18,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 5.9km within configured limit.
209,3,28,MUM_DS_08,25,MUM_DS_05,10,DAIR_PANE_10,Dairy,8,5.67,2.89,1.73,1.86,31,31.1,16.59,44.89,158,115,833.6,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 16.6km within configured limit.
210,3,30,MUM_DS_10,26,MUM_DS_06,10,DAIR_PANE_10,Dairy,112,5.29,2.9,1.71,3.41,31,30.8,2.99,24.48,136,225,11670.4,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 3.0km within configured limit.
211,3,30,MUM_DS_10,26,MUM_DS_06,32,BEVE_COLD_02,Beverages,160,5.18,2.88,1.73,3.36,31,31.1,2.99,24.48,201,329,16280.0,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 3.0km within configured limit.
212,3,30,MUM_DS_10,26,MUM_DS_06,126,FRUI_FRES_06,Fruits & Vegetables,120,11.46,8.88,1.73,3.47,31,31.1,2.99,24.48,413,239,7759.2,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.9d). Distance is 3.0km within configured limit.
213,3,27,MUM_DS_07,28,MUM_DS_08,32,BEVE_COLD_02,Beverages,168,5.28,2.89,1.66,3.51,31,29.9,1.68,22.52,203,319,17094.0,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 1.7km within configured limit.
214,3,24,MUM_DS_04,23,MUM_DS_03,25,DAIR_PANE_25,Dairy,216,11.51,8.09,1.06,3.5,30,19.1,0.92,21.38,511,310,33070.62,Destination projected to breach safety stock within 19.1h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.1d). Distance is 0.9km within configured limit.
215,1,5,BEN_DS_05,7,BEN_DS_07,87,SNAC_BISC_27,Snacks,180,8.95,6.13,1.1,3.41,30,19.8,3.79,25.68,392,266,31454.28,Destination projected to breach safety stock within 19.8h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.1d). Distance is 3.8km within configured limit.
216,3,26,MUM_DS_06,22,MUM_DS_02,73,SNAC_NAMK_13,Snacks,216,10.18,4.97,1.22,3.38,30,22.0,7.34,31.01,457,339,18518.13,Destination projected to breach safety stock within 22.0h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 7.3km within configured limit.
217,2,11,DEL_DS_01,18,DEL_DS_08,145,FRUI_CUT _25,Fruits & Vegetables,108,5.13,2.93,1.05,2.98,30,18.9,1.25,21.87,144,167,7153.92,Destination projected to breach safety stock within 18.9h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 1.2km within configured limit.
218,1,9,BEN_DS_09,4,BEN_DS_04,3,DAIR_BUTT_03,Dairy,120,8.19,6.7,1.78,3.32,30,32.0,3.22,24.82,540,258,8481.6,Destination projected to breach safety stock within 32.0h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.7d). Distance is 3.2km within configured limit.
219,1,7,BEN_DS_07,5,BEN_DS_05,70,SNAC_NUTS_10,Snacks,84,8.36,6.96,1.81,3.43,30,32.6,3.79,25.68,416,178,10871.28,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.0d). Distance is 3.8km within configured limit.
220,1,4,BEN_DS_04,8,BEN_DS_08,33,BEVE_TEA _03,Beverages,80,5.02,3.41,1.8,3.45,30,32.4,5.42,28.13,170,167,5788.8,Destination projected to breach safety stock within 32.4h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 5.4km within configured limit.
221,2,19,DEL_DS_09,14,DEL_DS_04,130,FRUI_CUT _10,Fruits & Vegetables,128,4.72,2.91,1.75,3.49,30,31.5,11.08,36.62,205,257,5911.04,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 11.1km within configured limit.
222,2,15,DEL_DS_05,16,DEL_DS_06,2,DAIR_CURD_02,Dairy,108,5.37,2.99,1.76,3.39,30,31.7,4.65,26.98,135,224,5097.6,Destination projected to breach safety stock within 31.7h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.7km within configured limit.
223,2,18,DEL_DS_08,16,DEL_DS_06,33,BEVE_TEA _03,Beverages,72,4.55,3.04,1.74,2.94,30,31.3,5.55,28.33,145,176,5209.92,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 5.6km within configured limit.
224,2,12,DEL_DS_02,18,DEL_DS_08,68,SNAC_NAMK_08,Snacks,78,7.11,5.66,1.81,3.49,30,32.6,0.72,21.08,304,162,13941.72,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.7d). Distance is 0.7km within configured limit.
225,2,13,DEL_DS_03,19,DEL_DS_09,233,HOUS_CLEA_23,Household,24,7.05,4.53,1.55,3.4,30,27.9,1.71,22.57,43,44,3886.32,Destination projected to breach safety stock within 27.9h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 1.7km within configured limit.
226,2,13,DEL_DS_03,20,DEL_DS_10,1,DAIR_MILK_01,Dairy,104,6.39,4.71,1.81,3.48,30,32.6,3.18,24.77,291,217,9903.92,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.7d). Distance is 3.2km within configured limit.
227,3,26,MUM_DS_06,23,MUM_DS_03,2,DAIR_CURD_02,Dairy,112,5.1,3.38,1.79,3.47,30,32.2,3.81,25.72,221,232,5286.4,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 3.8km within configured limit.
228,3,24,MUM_DS_04,23,MUM_DS_03,3,DAIR_BUTT_03,Dairy,144,5.08,2.96,1.75,3.28,30,31.5,0.92,21.38,201,309,10177.92,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 0.9km within configured limit.
229,3,21,MUM_DS_01,23,MUM_DS_03,130,FRUI_CUT _10,Fruits & Vegetables,124,4.66,2.91,1.74,3.41,30,31.3,8.81,33.21,207,254,5726.32,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 8.8km within configured limit.
230,3,30,MUM_DS_10,26,MUM_DS_06,33,BEVE_TEA _03,Beverages,48,4.25,3.07,1.77,2.6,30,31.9,2.99,24.48,125,150,3473.28,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 3.0km within configured limit.
231,3,27,MUM_DS_07,28,MUM_DS_08,6,DAIR_MILK_06,Dairy,36,6.47,2.81,1.82,2.27,30,32.8,1.68,22.52,198,181,1832.4,Destination projected to breach safety stock within 32.8h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 1.7km within configured limit.
232,3,27,MUM_DS_07,28,MUM_DS_08,34,BEVE_ENER_04,Beverages,96,5.77,3.87,1.74,3.46,30,31.3,1.68,22.52,196,193,5990.4,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 1.7km within configured limit.
233,3,25,MUM_DS_05,29,MUM_DS_09,40,BEVE_WATE_10,Beverages,148,11.55,9.55,1.77,3.49,30,31.9,4.46,26.69,709,301,20287.84,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.6d). Distance is 4.5km within configured limit.
234,4,32,HYD_DS_02,37,HYD_DS_07,95,PACK_READ_05,Packaged Foods,24,6.34,5.02,1.38,2.65,30,24.8,9.52,34.28,91,50,3202.32,Destination projected to breach safety stock within 24.8h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 9.5km within configured limit.
235,4,38,HYD_DS_08,39,HYD_DS_09,276,PET _CAT _06,Pet Care,12,19.33,17.2,1.51,3.16,30,27.2,1.62,22.43,97,23,5036.16,Destination projected to breach safety stock within 27.2h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 17.2d). Distance is 1.6km within configured limit.
236,1,5,BEN_DS_05,7,BEN_DS_07,179,STAP_EDIB_29,Staples,72,7.19,4.88,1.28,3.1,29,23.0,3.79,25.68,152,123,35855.28,Destination projected to breach safety stock within 23.0h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.9d). Distance is 3.8km within configured limit.
237,3,24,MUM_DS_04,26,MUM_DS_06,72,SNAC_BISC_12,Snacks,144,6.39,3.34,1.11,3.4,29,20.0,3.19,24.78,157,214,21648.06,Destination projected to breach safety stock within 20.0h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.2km within configured limit.
238,2,13,DEL_DS_03,19,DEL_DS_09,106,PACK_NOOD_16,Packaged Foods,80,7.31,4.18,1.14,3.49,29,20.5,1.71,22.57,107,119,14513.46,Destination projected to breach safety stock within 20.5h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 1.7km within configured limit.
239,4,34,HYD_DS_04,39,HYD_DS_09,142,FRUI_EXOT_22,Fruits & Vegetables,80,4.6,3.11,1.11,2.33,29,20.0,2.24,23.36,166,153,5120.0,Destination projected to breach safety stock within 20.0h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 2.2km within configured limit.
240,3,30,MUM_DS_10,26,MUM_DS_06,98,PACK_SAUC_08,Packaged Foods,24,5.39,3.52,1.14,2.5,29,20.5,2.99,24.48,45,44,5333.28,Destination projected to breach safety stock within 20.5h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 3.0km within configured limit.
241,3,25,MUM_DS_05,29,MUM_DS_09,71,SNAC_CHIP_11,Snacks,132,7.83,5.09,1.17,3.52,29,21.1,4.46,26.69,245,198,7708.86,Destination projected to breach safety stock within 21.1h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.1d). Distance is 4.5km within configured limit.
242,3,23,MUM_DS_03,22,MUM_DS_02,157,STAP_RICE_07,Staples,30,4.42,3.13,1.17,2.34,29,21.1,5.8,28.7,73,60,4297.5,Destination projected to breach safety stock within 21.1h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
243,2,20,DEL_DS_10,17,DEL_DS_07,74,SNAC_CHOC_14,Snacks,120,7.56,4.37,1.13,3.5,29,20.3,3.43,25.15,164,177,6844.2,Destination projected to breach safety stock within 20.3h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.4km within configured limit.
244,2,18,DEL_DS_08,12,DEL_DS_02,22,DAIR_CURD_22,Dairy,84,4.63,2.95,1.12,2.61,29,20.2,0.72,21.08,147,147,4514.16,Destination projected to breach safety stock within 20.2h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 0.7km within configured limit.
245,3,24,MUM_DS_04,22,MUM_DS_02,134,FRUI_SEAS_14,Fruits & Vegetables,144,6.33,3.08,1.19,3.38,29,21.4,6.53,29.79,136,222,4971.12,Destination projected to breach safety stock within 21.4h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 6.5km within configured limit.
246,1,7,BEN_DS_07,5,BEN_DS_05,128,FRUI_DAIL_08,Fruits & Vegetables,48,4.8,3.71,1.86,3.2,29,33.5,3.79,25.68,162,114,4863.84,Destination projected to breach safety stock within 33.5h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 3.8km within configured limit.
247,1,5,BEN_DS_05,7,BEN_DS_07,106,PACK_NOOD_16,Packaged Foods,64,8.45,6.1,1.75,3.52,29,31.5,3.79,25.68,166,127,13461.76,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.1d). Distance is 3.8km within configured limit.
248,1,6,BEN_DS_06,9,BEN_DS_09,38,BEVE_TEA _08,Beverages,96,6.19,4.48,1.85,3.44,29,33.3,2.25,23.37,251,208,4638.72,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 2.2km within configured limit.
249,1,8,BEN_DS_08,9,BEN_DS_09,70,SNAC_NUTS_10,Snacks,96,5.51,3.69,1.85,3.45,29,33.3,2.21,23.31,195,207,12424.32,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 2.2km within configured limit.
250,2,18,DEL_DS_08,12,DEL_DS_02,127,FRUI_EXOT_07,Fruits & Vegetables,72,7.23,5.73,1.85,3.14,29,33.3,0.72,21.08,275,175,8421.84,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.7d). Distance is 0.7km within configured limit.
251,2,13,DEL_DS_03,14,DEL_DS_04,5,DAIR_PANE_05,Dairy,64,4.98,3.0,1.83,3.32,29,32.9,9.45,34.17,97,143,6022.4,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 9.4km within configured limit.
252,2,16,DEL_DS_06,14,DEL_DS_04,32,BEVE_COLD_02,Beverages,152,4.43,2.89,1.87,3.46,29,33.7,7.3,30.96,285,330,15466.0,Destination projected to breach safety stock within 33.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
253,2,16,DEL_DS_06,14,DEL_DS_04,66,SNAC_CHIP_06,Snacks,112,4.42,2.89,1.89,3.49,29,34.0,7.3,30.96,210,245,5140.8,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
254,2,16,DEL_DS_06,14,DEL_DS_04,122,FRUI_EXOT_02,Fruits & Vegetables,120,6.75,5.4,1.88,3.46,29,33.8,7.3,30.96,481,263,13435.2,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.4d). Distance is 7.3km within configured limit.
255,2,12,DEL_DS_02,16,DEL_DS_06,3,DAIR_BUTT_03,Dairy,144,4.93,3.23,1.83,3.42,29,32.9,5.1,27.65,274,310,10177.92,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 5.1km within configured limit.
256,2,15,DEL_DS_05,16,DEL_DS_06,125,FRUI_CUT _05,Fruits & Vegetables,32,4.45,3.27,1.9,2.67,29,34.2,4.65,26.98,89,111,1621.12,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 4.7km within configured limit.
257,2,11,DEL_DS_01,18,DEL_DS_08,1,DAIR_MILK_01,Dairy,112,5.07,3.28,1.85,3.44,29,33.3,1.25,21.87,205,243,10665.76,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 1.2km within configured limit.
258,2,13,DEL_DS_03,19,DEL_DS_09,139,FRUI_SEAS_19,Fruits & Vegetables,176,6.34,3.48,1.41,3.48,29,25.4,1.71,22.57,215,296,14033.5,Destination projected to breach safety stock within 25.4h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 1.7km within configured limit.
259,3,23,MUM_DS_03,22,MUM_DS_02,65,SNAC_NUTS_05,Snacks,120,7.97,6.46,1.89,3.3,29,34.0,5.8,28.7,515,281,16111.2,Destination projected to breach safety stock within 34.0h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.5d). Distance is 5.8km within configured limit.
260,3,23,MUM_DS_03,22,MUM_DS_02,255,BABY_BABY_15,Baby Care,42,9.07,7.2,1.42,3.28,29,25.6,5.8,28.7,162,74,21001.26,Destination projected to breach safety stock within 25.6h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.2d). Distance is 5.8km within configured limit.
261,3,30,MUM_DS_10,26,MUM_DS_06,34,BEVE_ENER_04,Beverages,96,5.41,3.18,1.9,3.52,29,34.2,2.99,24.48,137,209,5990.4,Destination projected to breach safety stock within 34.2h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.0km within configured limit.
262,3,24,MUM_DS_04,29,MUM_DS_09,7,DAIR_CURD_07,Dairy,144,6.53,4.26,1.84,3.41,29,33.1,14.23,41.34,269,313,22318.56,Destination projected to breach safety stock within 33.1h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 14.2km within configured limit.
263,4,38,HYD_DS_08,39,HYD_DS_09,67,SNAC_BISC_07,Snacks,120,5.74,3.25,1.88,3.49,29,33.8,1.62,22.43,156,260,13677.6,Destination projected to breach safety stock within 33.8h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.6km within configured limit.
264,3,24,MUM_DS_04,22,MUM_DS_02,20,DAIR_PANE_20,Dairy,186,6.59,3.22,1.27,3.47,28,22.9,6.53,29.79,178,294,23720.1,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 6.5km within configured limit.
